kode,week,kabupaten,sex,periode_covid_Tgl Lahir,dosis,timely,untimely,total,ratio_timely,ratio_untimely,tanggal_awal_minggu,jenis_wilayah,week_shifted,periode_covid,month
1,2023-W12,GUNUNG KIDUL,unknown,during_covid,dosis_3,118,126,244,48.36065573770492,51.63934426229508,2023-03-19,rural,272,during_covid,2023-03
1,2023-W12,KOTA YOGYAKARTA,Laki-laki,during_covid,HB 0 & BCG,16,1,17,94.11764705882352,5.88235294117647,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,KOTA YOGYAKARTA,Laki-laki,before_covid,MR 1 & 2,0,1,1,0.0,100.0,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,KOTA YOGYAKARTA,Laki-laki,during_covid,MR 1 & 2,3,22,25,12.0,88.0,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,KOTA YOGYAKARTA,Laki-laki,before_covid,booster,0,1,1,0.0,100.0,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,KOTA YOGYAKARTA,Laki-laki,during_covid,booster,0,13,13,0.0,100.0,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,KOTA YOGYAKARTA,Laki-laki,during_covid,dosis_1,35,8,43,81.3953488372093,18.6046511627907,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,KOTA YOGYAKARTA,Laki-laki,during_covid,dosis_2,38,16,54,70.37037037037037,29.629629629629626,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,KOTA YOGYAKARTA,Laki-laki,during_covid,dosis_3,14,24,38,36.84210526315789,63.1578947368421,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,KOTA YOGYAKARTA,Perempuan,during_covid,HB 0 & BCG,14,3,17,82.35294117647058,17.647058823529413,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,KOTA YOGYAKARTA,Perempuan,during_covid,MR 1 & 2,1,28,29,3.4482758620689653,96.55172413793103,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,KOTA YOGYAKARTA,Perempuan,during_covid,booster,0,13,13,0.0,100.0,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,KOTA YOGYAKARTA,Perempuan,during_covid,dosis_1,35,16,51,68.62745098039215,31.372549019607842,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,KOTA YOGYAKARTA,Perempuan,during_covid,dosis_2,33,10,43,76.74418604651163,23.25581395348837,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,KOTA YOGYAKARTA,Perempuan,during_covid,dosis_3,20,6,26,76.92307692307693,23.076923076923077,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,KULON PROGO,Laki-laki,during_covid,HB 0 & BCG,26,0,26,100.0,0.0,2023-03-19,rural,272,during_covid,2023-03
1,2023-W12,KULON PROGO,Laki-laki,during_covid,MR 1 & 2,13,52,65,20.0,80.0,2023-03-19,rural,272,during_covid,2023-03
1,2023-W12,KULON PROGO,Laki-laki,during_covid,booster,0,26,26,0.0,100.0,2023-03-19,rural,272,during_covid,2023-03
1,2023-W12,KULON PROGO,Laki-laki,during_covid,dosis_1,48,15,63,76.19047619047619,23.809523809523807,2023-03-19,rural,272,during_covid,2023-03
1,2023-W12,KULON PROGO,Laki-laki,during_covid,dosis_2,32,26,58,55.172413793103445,44.827586206896555,2023-03-19,rural,272,during_covid,2023-03
1,2023-W12,KULON PROGO,Laki-laki,during_covid,dosis_3,43,13,56,76.78571428571429,23.214285714285715,2023-03-19,rural,272,during_covid,2023-03
1,2023-W12,KULON PROGO,Perempuan,during_covid,HB 0 & BCG,14,0,14,100.0,0.0,2023-03-19,rural,272,during_covid,2023-03
1,2023-W12,KULON PROGO,Perempuan,during_covid,MR 1 & 2,9,54,63,14.285714285714285,85.71428571428571,2023-03-19,rural,272,during_covid,2023-03
1,2023-W12,KULON PROGO,Perempuan,during_covid,booster,1,30,31,3.225806451612903,96.7741935483871,2023-03-19,rural,272,during_covid,2023-03
1,2023-W12,KULON PROGO,Perempuan,during_covid,dosis_1,82,12,94,87.2340425531915,12.76595744680851,2023-03-19,rural,272,during_covid,2023-03
1,2023-W12,KULON PROGO,Perempuan,during_covid,dosis_2,32,14,46,69.56521739130434,30.434782608695656,2023-03-19,rural,272,during_covid,2023-03
1,2023-W12,KULON PROGO,Perempuan,before_covid,dosis_3,0,1,1,0.0,100.0,2023-03-19,rural,272,during_covid,2023-03
1,2023-W12,KULON PROGO,Perempuan,during_covid,dosis_3,46,19,65,70.76923076923077,29.230769230769234,2023-03-19,rural,272,during_covid,2023-03
1,2023-W12,SLEMAN,Laki-laki,during_covid,HB 0 & BCG,99,8,107,92.5233644859813,7.476635514018691,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,SLEMAN,Laki-laki,before_covid,MR 1 & 2,0,1,1,0.0,100.0,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,SLEMAN,Laki-laki,during_covid,MR 1 & 2,18,168,186,9.67741935483871,90.32258064516128,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,SLEMAN,Laki-laki,before_covid,booster,0,1,1,0.0,100.0,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,SLEMAN,Laki-laki,during_covid,booster,1,86,87,1.1494252873563218,98.85057471264368,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,SLEMAN,Laki-laki,during_covid,dosis_1,257,52,309,83.1715210355987,16.828478964401295,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,SLEMAN,Laki-laki,during_covid,dosis_2,261,84,345,75.65217391304347,24.347826086956523,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,SLEMAN,Laki-laki,during_covid,dosis_3,134,76,210,63.8095238095238,36.19047619047619,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,SLEMAN,Perempuan,during_covid,HB 0 & BCG,105,2,107,98.13084112149532,1.8691588785046727,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,SLEMAN,Perempuan,during_covid,MR 1 & 2,13,144,157,8.280254777070063,91.71974522292994,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,SLEMAN,Perempuan,during_covid,booster,1,78,79,1.2658227848101267,98.73417721518987,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,SLEMAN,Perempuan,during_covid,dosis_1,218,41,259,84.16988416988417,15.83011583011583,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,SLEMAN,Perempuan,during_covid,dosis_2,152,91,243,62.55144032921811,37.4485596707819,2023-03-19,urban,272,during_covid,2023-03
1,2023-W12,SLEMAN,Perempuan,during_covid,dosis_3,118,54,172,68.6046511627907,31.3953488372093,2023-03-19,urban,272,during_covid,2023-03
1,2023-W13,BANTUL,Laki-laki,during_covid,HB 0 & BCG,84,29,113,74.33628318584071,25.663716814159294,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Laki-laki,before_covid,MR 1 & 2,0,1,1,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Laki-laki,during_covid,MR 1 & 2,16,146,162,9.876543209876543,90.12345679012346,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Laki-laki,during_covid,booster,1,69,70,1.4285714285714286,98.57142857142858,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Laki-laki,before_covid,dosis_1,0,1,1,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Laki-laki,during_covid,dosis_1,229,53,282,81.20567375886525,18.79432624113475,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Laki-laki,before_covid,dosis_2,0,1,1,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Laki-laki,during_covid,dosis_2,158,52,210,75.23809523809524,24.761904761904763,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Laki-laki,during_covid,dosis_3,103,47,150,68.66666666666667,31.333333333333336,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Perempuan,during_covid,HB 0 & BCG,70,29,99,70.70707070707071,29.292929292929294,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Perempuan,before_covid,MR 1 & 2,0,4,4,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Perempuan,during_covid,MR 1 & 2,8,143,151,5.298013245033113,94.70198675496688,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Perempuan,before_covid,booster,0,1,1,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Perempuan,during_covid,booster,1,66,67,1.4925373134328357,98.50746268656717,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Perempuan,before_covid,dosis_1,0,2,2,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Perempuan,during_covid,dosis_1,218,53,271,80.44280442804428,19.557195571955717,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Perempuan,before_covid,dosis_2,0,1,1,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Perempuan,during_covid,dosis_2,114,53,167,68.26347305389223,31.736526946107784,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Perempuan,before_covid,dosis_3,0,1,1,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,BANTUL,Perempuan,during_covid,dosis_3,73,47,120,60.83333333333333,39.166666666666664,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,GUNUNG KIDUL,Laki-laki,during_covid,HB 0 & BCG,2,0,2,100.0,0.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,GUNUNG KIDUL,unknown,during_covid,HB 0 & BCG,171,4,175,97.71428571428571,2.2857142857142856,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,GUNUNG KIDUL,unknown,before_covid,MR 1 & 2,0,6,6,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,GUNUNG KIDUL,unknown,during_covid,MR 1 & 2,0,178,178,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,GUNUNG KIDUL,unknown,before_covid,booster,0,5,5,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,GUNUNG KIDUL,unknown,during_covid,booster,0,144,144,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,GUNUNG KIDUL,unknown,during_covid,dosis_1,224,60,284,78.87323943661971,21.12676056338028,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,GUNUNG KIDUL,unknown,during_covid,dosis_2,147,110,257,57.19844357976653,42.80155642023346,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,GUNUNG KIDUL,unknown,during_covid,dosis_3,132,138,270,48.888888888888886,51.11111111111111,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,KOTA YOGYAKARTA,Laki-laki,during_covid,HB 0 & BCG,35,2,37,94.5945945945946,5.405405405405405,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,KOTA YOGYAKARTA,Laki-laki,during_covid,MR 1 & 2,0,48,48,0.0,100.0,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,KOTA YOGYAKARTA,Laki-laki,during_covid,booster,0,22,22,0.0,100.0,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,KOTA YOGYAKARTA,Laki-laki,during_covid,dosis_1,112,8,120,93.33333333333333,6.666666666666667,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,KOTA YOGYAKARTA,Laki-laki,during_covid,dosis_2,72,25,97,74.22680412371135,25.773195876288657,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,KOTA YOGYAKARTA,Laki-laki,during_covid,dosis_3,52,19,71,73.23943661971832,26.76056338028169,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,KOTA YOGYAKARTA,Perempuan,during_covid,HB 0 & BCG,30,2,32,93.75,6.25,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,KOTA YOGYAKARTA,Perempuan,before_covid,MR 1 & 2,0,1,1,0.0,100.0,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,KOTA YOGYAKARTA,Perempuan,during_covid,MR 1 & 2,2,45,47,4.25531914893617,95.74468085106383,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,KOTA YOGYAKARTA,Perempuan,before_covid,booster,0,1,1,0.0,100.0,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,KOTA YOGYAKARTA,Perempuan,during_covid,booster,0,23,23,0.0,100.0,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,KOTA YOGYAKARTA,Perempuan,during_covid,dosis_1,75,14,89,84.26966292134831,15.730337078651685,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,KOTA YOGYAKARTA,Perempuan,during_covid,dosis_2,71,14,85,83.52941176470588,16.470588235294116,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,KOTA YOGYAKARTA,Perempuan,during_covid,dosis_3,36,20,56,64.28571428571429,35.714285714285715,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,KULON PROGO,Laki-laki,during_covid,HB 0 & BCG,35,2,37,94.5945945945946,5.405405405405405,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,KULON PROGO,Laki-laki,during_covid,MR 1 & 2,17,90,107,15.887850467289718,84.11214953271028,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,KULON PROGO,Laki-laki,during_covid,booster,0,43,43,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,KULON PROGO,Laki-laki,during_covid,dosis_1,113,22,135,83.7037037037037,16.296296296296298,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,KULON PROGO,Laki-laki,during_covid,dosis_2,109,30,139,78.41726618705036,21.58273381294964,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,KULON PROGO,Laki-laki,during_covid,dosis_3,32,33,65,49.23076923076923,50.76923076923077,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,KULON PROGO,Perempuan,during_covid,HB 0 & BCG,22,1,23,95.65217391304348,4.3478260869565215,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,KULON PROGO,Perempuan,before_covid,MR 1 & 2,0,1,1,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,KULON PROGO,Perempuan,during_covid,MR 1 & 2,7,78,85,8.235294117647058,91.76470588235294,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,KULON PROGO,Perempuan,before_covid,booster,0,1,1,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,KULON PROGO,Perempuan,during_covid,booster,0,38,38,0.0,100.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,KULON PROGO,Perempuan,during_covid,dosis_1,108,15,123,87.8048780487805,12.195121951219512,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,KULON PROGO,Perempuan,during_covid,dosis_2,48,21,69,69.56521739130434,30.434782608695656,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,KULON PROGO,Perempuan,during_covid,dosis_3,49,21,70,70.0,30.0,2023-03-26,rural,273,during_covid,2023-03
1,2023-W13,SLEMAN,Laki-laki,during_covid,HB 0 & BCG,108,6,114,94.73684210526315,5.263157894736842,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Laki-laki,before_covid,MR 1 & 2,0,1,1,0.0,100.0,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Laki-laki,during_covid,MR 1 & 2,11,170,181,6.077348066298343,93.92265193370166,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Laki-laki,before_covid,booster,0,2,2,0.0,100.0,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Laki-laki,during_covid,booster,0,96,96,0.0,100.0,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Laki-laki,before_covid,dosis_1,0,1,1,0.0,100.0,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Laki-laki,during_covid,dosis_1,275,36,311,88.42443729903538,11.57556270096463,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Laki-laki,before_covid,dosis_2,0,2,2,0.0,100.0,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Laki-laki,during_covid,dosis_2,214,67,281,76.15658362989323,23.843416370106763,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Laki-laki,before_covid,dosis_3,0,1,1,0.0,100.0,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Laki-laki,during_covid,dosis_3,143,88,231,61.904761904761905,38.095238095238095,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Perempuan,during_covid,HB 0 & BCG,77,6,83,92.7710843373494,7.228915662650602,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Perempuan,before_covid,MR 1 & 2,0,2,2,0.0,100.0,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Perempuan,during_covid,MR 1 & 2,14,146,160,8.75,91.25,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Perempuan,before_covid,booster,0,1,1,0.0,100.0,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Perempuan,during_covid,booster,0,76,76,0.0,100.0,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Perempuan,during_covid,dosis_1,281,31,312,90.06410256410257,9.935897435897436,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Perempuan,before_covid,dosis_2,0,1,1,0.0,100.0,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Perempuan,during_covid,dosis_2,173,68,241,71.78423236514523,28.21576763485477,2023-03-26,urban,273,during_covid,2023-03
1,2023-W13,SLEMAN,Perempuan,during_covid,dosis_3,144,53,197,73.09644670050761,26.903553299492383,2023-03-26,urban,273,during_covid,2023-03
1,2023-W14,BANTUL,Laki-laki,during_covid,HB 0 & BCG,23,6,29,79.3103448275862,20.689655172413794,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,BANTUL,Laki-laki,during_covid,MR 1 & 2,12,41,53,22.641509433962266,77.35849056603774,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,BANTUL,Laki-laki,during_covid,booster,17,23,40,42.5,57.49999999999999,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,BANTUL,Laki-laki,before_covid,dosis_1,0,1,1,0.0,100.0,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,BANTUL,Laki-laki,during_covid,dosis_1,71,60,131,54.19847328244275,45.80152671755725,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,BANTUL,Laki-laki,during_covid,dosis_2,71,46,117,60.68376068376068,39.31623931623932,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,BANTUL,Laki-laki,during_covid,dosis_3,29,24,53,54.71698113207547,45.28301886792453,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,BANTUL,Perempuan,during_covid,HB 0 & BCG,17,15,32,53.125,46.875,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,BANTUL,Perempuan,during_covid,MR 1 & 2,9,36,45,20.0,80.0,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,BANTUL,Perempuan,during_covid,booster,20,17,37,54.054054054054056,45.94594594594595,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,BANTUL,Perempuan,during_covid,dosis_1,64,62,126,50.79365079365079,49.2063492063492,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,BANTUL,Perempuan,before_covid,dosis_2,0,1,1,0.0,100.0,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,BANTUL,Perempuan,during_covid,dosis_2,70,33,103,67.96116504854369,32.038834951456316,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,BANTUL,Perempuan,during_covid,dosis_3,36,34,70,51.42857142857142,48.57142857142857,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,GUNUNG KIDUL,Laki-laki,during_covid,dosis_1,2,0,2,100.0,0.0,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,GUNUNG KIDUL,Laki-laki,during_covid,dosis_3,0,1,1,0.0,100.0,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,GUNUNG KIDUL,unknown,during_covid,HB 0 & BCG,114,18,132,86.36363636363636,13.636363636363635,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,GUNUNG KIDUL,unknown,before_covid,MR 1 & 2,0,3,3,0.0,100.0,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,GUNUNG KIDUL,unknown,during_covid,MR 1 & 2,0,108,108,0.0,100.0,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,GUNUNG KIDUL,unknown,before_covid,booster,0,1,1,0.0,100.0,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,GUNUNG KIDUL,unknown,during_covid,booster,2,101,103,1.9417475728155338,98.05825242718447,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,GUNUNG KIDUL,unknown,during_covid,dosis_1,162,27,189,85.71428571428571,14.285714285714285,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,GUNUNG KIDUL,unknown,during_covid,dosis_2,83,39,122,68.0327868852459,31.967213114754102,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,GUNUNG KIDUL,unknown,during_covid,dosis_3,108,72,180,60.0,40.0,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,KOTA YOGYAKARTA,Laki-laki,during_covid,HB 0 & BCG,25,4,29,86.20689655172413,13.793103448275861,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,KOTA YOGYAKARTA,Laki-laki,during_covid,MR 1 & 2,3,21,24,12.5,87.5,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,KOTA YOGYAKARTA,Laki-laki,during_covid,booster,0,10,10,0.0,100.0,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_1,0,2,2,0.0,100.0,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,KOTA YOGYAKARTA,Laki-laki,during_covid,dosis_1,63,8,71,88.73239436619718,11.267605633802818,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,KOTA YOGYAKARTA,Laki-laki,during_covid,dosis_2,51,10,61,83.60655737704919,16.39344262295082,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,KOTA YOGYAKARTA,Laki-laki,during_covid,dosis_3,51,17,68,75.0,25.0,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,KOTA YOGYAKARTA,Perempuan,during_covid,HB 0 & BCG,22,1,23,95.65217391304348,4.3478260869565215,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,KOTA YOGYAKARTA,Perempuan,during_covid,MR 1 & 2,2,24,26,7.6923076923076925,92.3076923076923,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,KOTA YOGYAKARTA,Perempuan,during_covid,booster,0,17,17,0.0,100.0,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,KOTA YOGYAKARTA,Perempuan,during_covid,dosis_1,41,6,47,87.2340425531915,12.76595744680851,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,KOTA YOGYAKARTA,Perempuan,during_covid,dosis_2,85,14,99,85.85858585858585,14.14141414141414,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,KOTA YOGYAKARTA,Perempuan,during_covid,dosis_3,22,25,47,46.808510638297875,53.191489361702125,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,KULON PROGO,Laki-laki,during_covid,HB 0 & BCG,40,5,45,88.88888888888889,11.11111111111111,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,KULON PROGO,Laki-laki,before_covid,MR 1 & 2,0,1,1,0.0,100.0,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,KULON PROGO,Laki-laki,during_covid,MR 1 & 2,14,60,74,18.91891891891892,81.08108108108108,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,KULON PROGO,Laki-laki,before_covid,booster,0,1,1,0.0,100.0,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,KULON PROGO,Laki-laki,during_covid,booster,0,30,30,0.0,100.0,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,KULON PROGO,Laki-laki,during_covid,dosis_1,93,8,101,92.07920792079209,7.920792079207921,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,KULON PROGO,Laki-laki,during_covid,dosis_2,68,17,85,80.0,20.0,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,KULON PROGO,Laki-laki,during_covid,dosis_3,28,26,54,51.85185185185185,48.148148148148145,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,KULON PROGO,Perempuan,during_covid,HB 0 & BCG,30,1,31,96.7741935483871,3.225806451612903,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,KULON PROGO,Perempuan,during_covid,MR 1 & 2,10,62,72,13.88888888888889,86.11111111111111,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,KULON PROGO,Perempuan,during_covid,booster,0,36,36,0.0,100.0,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,KULON PROGO,Perempuan,during_covid,dosis_1,82,11,93,88.17204301075269,11.827956989247312,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,KULON PROGO,Perempuan,during_covid,dosis_2,43,13,56,76.78571428571429,23.214285714285715,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,KULON PROGO,Perempuan,during_covid,dosis_3,40,20,60,66.66666666666666,33.33333333333333,2023-04-02,rural,274,during_covid,2023-04
1,2023-W14,SLEMAN,Laki-laki,during_covid,HB 0 & BCG,129,11,140,92.14285714285714,7.857142857142857,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,SLEMAN,Laki-laki,during_covid,MR 1 & 2,9,111,120,7.5,92.5,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,SLEMAN,Laki-laki,before_covid,booster,0,1,1,0.0,100.0,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,SLEMAN,Laki-laki,during_covid,booster,0,67,67,0.0,100.0,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,SLEMAN,Laki-laki,during_covid,dosis_1,313,52,365,85.75342465753425,14.246575342465754,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,SLEMAN,Laki-laki,before_covid,dosis_2,0,3,3,0.0,100.0,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,SLEMAN,Laki-laki,during_covid,dosis_2,209,68,277,75.45126353790613,24.548736462093864,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,SLEMAN,Laki-laki,during_covid,dosis_3,126,75,201,62.68656716417911,37.3134328358209,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,SLEMAN,Perempuan,during_covid,HB 0 & BCG,88,7,95,92.63157894736842,7.368421052631578,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,SLEMAN,Perempuan,before_covid,MR 1 & 2,0,1,1,0.0,100.0,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,SLEMAN,Perempuan,during_covid,MR 1 & 2,13,105,118,11.016949152542372,88.98305084745762,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,SLEMAN,Perempuan,during_covid,booster,0,57,57,0.0,100.0,2023-04-02,urban,274,during_covid,2023-04
1,2023-W14,SLEMAN,Perempuan,during_covid,dosis_1,267,33,300,89.0,11.0,2023-04-02,urban,274,during_covid,2023-04
